release_date,item_id,developer,genre
2006,9760.0,Eugen Systems,Action
2006,2700.0,"Frontier,Aspyr (Mac)",Simulation
2006,2700.0,"Frontier,Aspyr (Mac)",Strategy
2005,2710.0,Eugen Systems,Action
2003,13200.0,"Epic Games, Inc.",Action
1998,13250.0,"Epic Games, Inc.",Action
2008,13000.0,Sanzaru Games,Casual
2008,13000.0,Sanzaru Games,Indie
2003,13560.0,Ubisoft,Action
2004,13520.0,Crytek Studios,Action
2000,13240.0,"Epic Games, Inc.",Action
2006,13540.0,Ubisoft Montreal,Action
2005,15210.0,Ubisoft,Simulation
2008,16180.0,Last Day of Work,Casual
2008,16180.0,Last Day of Work,Simulation
2008,3520.0,SpinTop Games,Casual
2008,15970.0,MumboJumbo,Casual
2008,15950.0,MumboJumbo,Casual
2008,15960.0,MumboJumbo,Casual
2008,15900.0,MumboJumbo,Casual
2005,15910.0,MumboJumbo,Casual
2007,15930.0,MumboJumbo,Casual
2007,15160.0,Ubisoft,Simulation
2005,15920.0,MumboJumbo,Casual
2007,15080.0,"Ubisoft Bulgaria,Ubisoft Montpellier",Action
2007,15080.0,"Ubisoft Bulgaria,Ubisoft Montpellier",Adventure
2007,15200.0,Ubisoft Romania,Simulation
2006,15320.0,1C: Maddox Games,Simulation
2008,15240.0,Ubisoft Romania,Simulation
2005,8310.0,Telltale Games,Adventure
2005,12600.0,"Merscom,Babylon",Racing
2006,8320.0,Telltale Games,Adventure
2008,12590.0,BigAnt Studios,Racing
2007,12560.0,Gabriel Entertainment,Simulation
2007,12540.0,Zemnott,Casual
2008,11050.0,Frogwares,Adventure
2008,10520.0,Eurocom,Sports
2008,11040.0,Frogwares,Adventure
2008,11040.0,Frogwares,RPG
2008,19500.0,"Luc Bernard,SilverSphereStudios",Adventure
2008,19500.0,"Luc Bernard,SilverSphereStudios",Indie
2007,11260.0,Lesta Studio,Simulation
2007,11260.0,Lesta Studio,Strategy
2008,19200.0,Dialogue Design,Action
2008,19200.0,Dialogue Design,Indie
2008,12360.0,Bugbear Entertainment,Racing
1998,15710.0,Oddworld Inhabitants,Adventure
1997,15700.0,Oddworld Inhabitants,Adventure
2008,8660.0,SimBin,Racing
2001,7770.0,"MicroProse Software, Inc",Strategy
1997,7660.0,"MicroProse Software, Inc",Strategy
1993,7760.0,"MicroProse Software, Inc",Strategy
2008,20510.0,GSC Game World,Action
2008,20510.0,GSC Game World,RPG
2008,17330.0,Crytek,Action
2007,17300.0,Crytek,Action
1998,7730.0,"MicroProse Software, Inc",Strategy
2008,20900.0,CD PROJEKT RED,Action
2008,20900.0,CD PROJEKT RED,RPG
2008,1530.0,Introversion Software,Indie
2008,8690.0,SimBin,Racing
2008,17120.0,"Tilted Mill Entertainment, Inc.",Strategy
2008,17120.0,"Tilted Mill Entertainment, Inc.",Simulation
2008,16810.0,Firaxis Games,Strategy
2003,19830.0,"Red Storm Entertainment,Ubisoft Montreal",Action
2008,21000.0,Traveller's Tales,Action
2008,21000.0,Traveller's Tales,Adventure
2008,4460.0,Monte Cristo,Simulation
2008,4460.0,Monte Cristo,Strategy
2008,17140.0,"Tilted Mill Entertainment, Inc.",RPG
2008,17140.0,"Tilted Mill Entertainment, Inc.",Strategy
2008,15390.0,Gearbox Software,Action
2008,21300.0,Dark Castle Software,Indie
2008,21300.0,Dark Castle Software,Casual
2006,3050.0,Techland,Racing
2006,15380.0,Nival,Strategy
2005,19800.0,Gearbox Software,Action
2007,15370.0,Nival,Strategy
2008,19930.0,Blue Byte,Strategy
2007,15350.0,Ubisoft,Casual
2002,19810.0,Red Storm Entertainment,Action
2008,3540.0,"PopCap Games, Inc.",Casual
2008,22000.0,2D BOY,Indie
2008,2820.0,Egosoft,Action
2008,2820.0,Egosoft,Simulation
2008,2820.0,Egosoft,Strategy
2008,1230.0,Sandstorm Productions,Action
2008,18300.0,Shorebound Studios,Casual
2008,18300.0,Shorebound Studios,Indie
2008,20200.0,Perpetual FX Creative,Indie
2008,20200.0,Perpetual FX Creative,Casual
2008,20200.0,Perpetual FX Creative,Sports
2008,12200.0,Rockstar New England,Action
2008,12200.0,Rockstar New England,Adventure
2008,19900.0,Ubisoft Montreal,Action
2008,11240.0,Meridian4,Action
2008,11240.0,Meridian4,Indie
2008,11240.0,Meridian4,Strategy
2009,256522.0,RailSimulator.com,Simulation
2009,275144.0,RailSimulator.com,Simulation
2009,256521.0,RailSimulator.com,Simulation
2009,222569.0,Reppo,Simulation
2009,256535.0,RailSimulator.com,Simulation
2009,256611.0,Dovetail Games,Simulation
2009,256576.0,Dovetail Games,Simulation
2009,9480.0,Volition,Action
2008,17470.0,EA Redwood Shores,Action
2008,12770.0,Liquid Entertainment,RPG
2009,17410.0,DICE,Action
2009,17410.0,DICE,Adventure
2008,18500.0,Hidden Path Entertainment,Indie
2008,18500.0,Hidden Path Entertainment,Strategy
2009,16450.0,Monolith,Action
2008,15400.0,Oxeye Game Studio,Strategy
2008,15400.0,Oxeye Game Studio,Indie
2007,18600.0,Inventive Dingo,Indie
2007,18600.0,Inventive Dingo,Strategy
2009,11340.0,Meridian4,Action
2009,11340.0,Meridian4,Indie
2005,25830.0,Black Sea Studios Ltd,Strategy
2009,23460.0,Realmforge Studios,Action
2009,23460.0,Realmforge Studios,Adventure
2009,23460.0,Realmforge Studios,Strategy
2009,10600.0,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",Strategy
2009,21010.0,Deadline Games,Action
2007,22180.0,Frictional Games,Action
2007,22180.0,Frictional Games,Adventure
2007,22180.0,Frictional Games,Indie
2007,13210.0,"Epic Games, Inc.",Action
2009,12640.0,Radon Labs,RPG
2009,21600.0,Certain Affinity™,Casual
2009,21600.0,Certain Affinity™,Strategy
2008,27020.0,Tale of Tales,Indie
2008,27020.0,Tale of Tales,Simulation
2009,24740.0,Criterion Games,Racing
2009,90047.0,Zombie Master Team,Action
2009,26000.0,Twisted Pixel Games,Action
2009,26000.0,Twisted Pixel Games,Indie
2009,26006.0,Twisted Pixel Games,Action
2009,26006.0,Twisted Pixel Games,Indie
2009,26005.0,Twisted Pixel Games,Action
2009,26005.0,Twisted Pixel Games,Indie
2009,11330.0,IonFX,Casual
2009,11330.0,IonFX,Indie
2009,27800.0,Llamasoft LTD,Indie
2009,9850.0,"InnoGlow,Stormregion,THQ Nordic",Simulation
2009,9850.0,"InnoGlow,Stormregion,THQ Nordic",Strategy
2009,3600.0,SpinTop Games,Casual
2006,29580.0,ArenaNet®,RPG
2006,29580.0,ArenaNet®,Massively Multiplayer
2005,29540.0,ArenaNet®,RPG
2005,29540.0,ArenaNet®,Massively Multiplayer
2006,29560.0,ArenaNet®,RPG
2006,29560.0,ArenaNet®,Massively Multiplayer
2008,29570.0,ArenaNet®,Massively Multiplayer
2008,29570.0,ArenaNet®,RPG
2009,23700.0,Infinite Interactive,Casual
2009,16060.0,MumboJumbo,Casual
2009,1930.0,Reality Pump Studios,RPG
2009,18470.0,Spellbound,Strategy
2009,7510.0,Gaijin Entertainment,Action
2009,7510.0,Gaijin Entertainment,Adventure
2009,7510.0,Gaijin Entertainment,RPG
2009,22200.0,ACE Team,Action
2009,22200.0,ACE Team,Indie
2009,26007.0,Twisted Pixel Games,Indie
2008,25900.0,1C Company,RPG
2008,25900.0,1C Company,Strategy
2009,16200.0,Last Day of Work,Casual
2009,16200.0,Last Day of Work,Simulation
2009,7840.0,Sky Fallen,Racing
2005,8890.0,Irrational Games,RPG
2005,8890.0,Irrational Games,Strategy
2002,8880.0,Irrational Games,RPG
2002,8880.0,Irrational Games,Strategy
2009,34500.0,SaintXi,Indie
2009,34500.0,SaintXi,Simulation
2009,34500.0,SaintXi,Strategy
2009,1280.0,Darklight Games,Action
2009,1280.0,Darklight Games,Simulation
2009,10150.0,Radical Entertainment,Action
2009,10150.0,Radical Entertainment,Adventure
2009,29160.0,Erik Svedäng,Adventure
2009,29160.0,Erik Svedäng,Indie
2004,12470.0,Ascaron Entertainment ltd.,Strategy
2007,22330.0,Bethesda Game Studios,RPG
2002,22320.0,Bethesda Game Studios,RPG
2007,12440.0,Deck 13,Adventure
1999,32710.0,NovaLogic,Simulation
1998,32740.0,NovaLogic,Simulation
2008,12460.0,Mascot Entertainment,Strategy
2009,21980.0,Techland,Action
2007,31860.0,HeR Interactive,Adventure
2006,31900.0,HeR Interactive,Adventure
2008,31920.0,HeR Interactive,Adventure
2007,31930.0,HeR Interactive,Adventure
2008,35800.0,Digital Eel,Casual
2008,35800.0,Digital Eel,Indie
2009,12690.0,,Simulation
2009,12690.0,,Sports
2009,31170.0,Telltale Games,Adventure
2009,21660.0,Capcom,Action
2007,6080.0,Frontier,Action
2007,6080.0,Frontier,Adventure
2007,6080.0,Frontier,Racing
2007,6080.0,Frontier,Simulation
2007,6080.0,Frontier,Strategy
1992,6010.0,LucasArts,Adventure
2003,6090.0,Planet Moon Studios,Action
2005,6060.0,Pandemic Studios,Action
1989,32310.0,LucasArts,Adventure
2008,32330.0,Traveller's Tales,Action
2008,32330.0,Traveller's Tales,Adventure
2009,32360.0,LucasArts,Adventure
2008,35300.0,GFI Russia,Strategy
2009,35310.0,Targem Games,Action
2009,35310.0,Targem Games,Racing
2009,31980.0,HeR Interactive,Adventure
2009,31990.0,Her Interactive,Adventure
2006,10140.0,Wanako Games,Sports
2006,10100.0,Sierra,Adventure
2007,10130.0,Saber Interactive,Action
2006,10110.0,Sierra,Adventure
2009,1256.0,Tripwire Interactive,Action
2008,10120.0,Artech Studios,Action
2008,10120.0,Artech Studios,Casual
2009,33520.0,"PopTop Software,BreakAway Games,Frog City Software",Simulation
2009,33520.0,"PopTop Software,BreakAway Games,Frog City Software",Strategy
2009,3610.0,SpinTop Games,Casual
2008,21680.0,Capcom,Action
2009,21670.0,Capcom,Action
2009,21670.0,Capcom,Adventure
2009,21030.0,Deadline Games,Action
2009,36000.0,Sakari Indie,Action
2009,36000.0,Sakari Indie,Indie
2003,32370.0,"BioWare,Aspyr (Mac)",Adventure
2003,32370.0,"BioWare,Aspyr (Mac)",RPG
2009,29180.0,Hemisphere Games,Indie
2009,29180.0,Hemisphere Games,Casual
1998,38410.0,Black Isle Studios,RPG
2001,38420.0,14° East,Strategy
1999,38430.0,Xatrix Entertainment,Action
2009,35050.0,IO Interactive,Action
2009,35050.0,IO Interactive,Adventure
2009,31180.0,Telltale Games,Adventure
2009,37960.0,iWin,Casual
2009,38000.0,iWin,Casual
2009,37400.0,Size Five Games,Adventure
2009,37400.0,Size Five Games,Indie
2005,13570.0,Ubisoft Montreal,Action
2009,11390.0,,Action
2009,11390.0,,Racing
2009,34420.0,Unicorn Games Studio,Strategy
2009,43100.0,Blue Fang,Simulation
2009,33730.0,,Simulation
2009,35000.0,IO Interactive,Action
2009,35000.0,IO Interactive,Adventure
2009,39392.0,"Freeze Tag Inc.,iQ212",Casual
1999,39391.0,"Freeze Tag Inc.,Joju Games,Linksolutions Ltd.,Dekovir Entertainment",Casual
2009,37600.0,"Vectorpark, Inc.",Adventure
2009,37600.0,"Vectorpark, Inc.",Casual
2009,37600.0,"Vectorpark, Inc.",Indie
2009,24029.0,All Aboard,Simulation
2009,32140.0,MumboJumbo,Adventure
2009,32140.0,MumboJumbo,Casual
2009,31190.0,Telltale Games,Adventure
2009,32770.0,NovaLogic,Action
2009,208306.0,Dovetail Games,Simulation
2009,37300.0,PlayFirst,Simulation
2009,208300.0,Dovetail Games,Simulation
2009,40300.0,Piranha Bytes,RPG
2009,35070.0,Honeyslug,Casual
2009,10606.0,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",Strategy
2009,40700.0,Amanita Design,Adventure
2009,40700.0,Amanita Design,Indie
2007,24840.0,EA Los Angeles,Action
2009,24870.0,Slightly Mad Studios,Racing
2009,41500.0,Runic Games,RPG
2009,24800.0,EA Los Angeles,Strategy
2009,901735.0,FireFly Studios,Strategy
2009,42800.0,Nitro Games,Strategy
2009,39560.0,Homegrown Games,Action
2009,39550.0,"Phenomic,THQ Nordic",RPG
2009,39550.0,"Phenomic,THQ Nordic",Strategy
2009,40330.0,Animation Arts,Adventure
2009,40320.0,Stormregion,Strategy
2009,31200.0,Telltale Games,Adventure
2009,3130.0,1C Company,Strategy
2009,41100.0,Konstantin Koshutin,Action
2009,41100.0,Konstantin Koshutin,Indie
2009,39540.0,Phenomic,Action
2009,39540.0,Phenomic,RPG
2005,34640.0,Wargaming.net,Strategy
2003,34630.0,Wargaming.net,Strategy
2009,41000.0,Croteam,Action
2009,41000.0,Croteam,Indie
2009,40340.0,Animation Arts,Adventure
2009,17450.0,BioWare,RPG
2009,37100.0,Citeremis Inc.,Action
2009,37100.0,Citeremis Inc.,RPG
2009,37100.0,Citeremis Inc.,Indie
2009,37500.0,Yullaby,Indie
2009,37500.0,Yullaby,Casual
2009,42810.0,Crystal Empire Games,Strategy
2009,10180.0,"Infinity Ward,Aspyr (Mac)",Action
2009,32440.0,"Traveller's Tales,Feral Interactive (Mac)",Adventure
2007,11450.0,"Triumph Studios,Virtual Programming",RPG
2008,12710.0,"Triumph Studios,Virtual Programming",RPG
2007,24790.0,EA Los Angeles,Strategy
2008,29120.0,KranX Productions,Indie
2008,29120.0,KranX Productions,Casual
2009,24810.0,EA Los Angeles,Strategy
2009,41800.0,Positech Games,Indie
2009,41800.0,Positech Games,Simulation
2009,41800.0,Positech Games,Strategy
2009,45300.0,Gaijin Entertainment,Simulation
2005,41900.0,inXile Entertainment,Action
2005,41900.0,inXile Entertainment,Adventure
2005,41900.0,inXile Entertainment,RPG
2009,35420.0,Defence Alliance Team,Action
2009,32430.0,"LucasArts,Aspyr Studios",Action
2009,22370.0,Bethesda Game Studios,RPG
2009,41802.0,Positech Games,Strategy
2009,41802.0,Positech Games,Indie
2009,41802.0,Positech Games,Simulation
2007,38080.0,Hip Soft,Simulation
2008,38090.0,Hip Soft,Simulation
2009,38100.0,Hip Soft,Simulation
2009,38070.0,iWin,Casual
2009,38070.0,iWin,Simulation
2009,38210.0,Spidermonk Entertainment,Casual
2008,45700.0,Capcom,Action
2008,45700.0,Capcom,Adventure
2010,46410.0,ClockStone Studios,Action
2010,46410.0,ClockStone Studios,Indie
2010,46410.0,ClockStone Studios,RPG
2009,38110.0,Hip Soft,Simulation
2010,17570.0,Octoshark Studios,Action
2010,17570.0,Octoshark Studios,Free to Play
2010,17570.0,Octoshark Studios,Indie
2008,38130.0,Alawar,Casual
2010,38160.0,Alawar,Casual
2009,38150.0,Alawar,Casual
2007,38120.0,Alawar,Casual
2009,38140.0,Alawar,Casual
2010,36300.0,Sandlot Games,Casual
2010,36310.0,Sandlot Games,Strategy
2010,36310.0,Sandlot Games,Casual
2010,36320.0,Cateia Games,Adventure
2010,36320.0,Cateia Games,Casual
2010,37030.0,Chaos Concept,Strategy
2010,32450.0,Traveller's Tales,Adventure
2010,34180.0,Eurocom,Sports
2010,44100.0,New Star Games Ltd,Action
2010,44100.0,New Star Games Ltd,Indie
2010,44100.0,New Star Games Ltd,Racing
2010,25960.0,Paradox Interactive,Strategy
2010,46250.0,The Farm 51,Action
2007,38180.0,Awem Studio,Casual
2010,10695.0,Rebellion,Action
2001,41050.0,Croteam,Action
2001,41050.0,Croteam,Indie
2010,24055.0,All Aboard,Simulation
2010,48700.0,TaleWorlds Entertainment,Action
2010,48700.0,TaleWorlds Entertainment,RPG
2010,39900.0,ZoopTEK,Action
2010,49900.0,Beatnik Games,Action
2010,49900.0,Beatnik Games,Indie
2010,42120.0,Fatshark,Action
2010,12220.0,Rockstar North / Toronto,Action
2010,45730.0,Other Ocean Interactive,Action
2010,45730.0,Other Ocean Interactive,Adventure
2010,45400.0,Nemesys Games,Indie
2010,49600.0,Cold Beam Games,Action
2010,49600.0,Cold Beam Games,Casual
2010,49600.0,Cold Beam Games,Indie
2010,901399.0,Telltale Games,Adventure
2010,43500.0,Realmforge Studios,Simulation
2010,43500.0,Realmforge Studios,Strategy
2010,45302.0,Gaijin Entertainment,Simulation
2010,40930.0,The Odd Gentlemen,Adventure
2010,40930.0,The Odd Gentlemen,Indie
2003,39640.0,THQ Nordic,Action
2001,39630.0,THQ Nordic,Action
2010,23150.0,Red Chain Games Ltd.,Casual
2010,23150.0,Red Chain Games Ltd.,Indie
2006,50940.0,Big Fish Games,Casual
2008,50920.0,Big Fish Games,Casual
2008,50920.0,Big Fish Games,Indie
2010,34178.0,"The Creative Assembly,Feral Interactive (Mac)",Strategy
2008,37340.0,Sarbakan,Casual
2009,37390.0,PlayFirst,Casual
2009,37310.0,Absolutist Ltd.,Casual
2007,37360.0,PlayFirst,Casual
2009,49000.0,PlayFirst,Casual
2010,37330.0,PlayFirst,Casual
2008,37320.0,PlayFirst,Casual
2007,37370.0,PlayFirst,Casual
2009,37380.0,PlayFirst,Casual
2010,19080.0,G5 Entertainment,Action
2010,19080.0,G5 Entertainment,Adventure
2010,19080.0,G5 Entertainment,Casual
2008,31700.0,ISOTX,Action
2008,31700.0,ISOTX,Indie
2010,19030.0,Climax Studios,Action
2010,19030.0,Climax Studios,Adventure
2010,50820.0,Press Play,Indie
2010,49800.0,Muse Games,Action
2010,49800.0,Muse Games,Indie
2010,33650.0,Ideas Pad,Casual
2010,901478.0,Ubisoft,Action
2010,901478.0,Ubisoft,Adventure
2010,33660.0,Kokakiki,Casual
2010,33660.0,Kokakiki,Indie
2010,34281.0,SEGA,Action
2010,34272.0,SEGA,Action
2010,34270.0,D3T Limited,Action
2010,34270.0,D3T Limited,Adventure
2010,34270.0,D3T Limited,Casual
2010,34270.0,D3T Limited,RPG
2010,34276.0,SEGA,Action
2010,34274.0,SEGA,Action
2010,34275.0,SEGA,Strategy
2010,34277.0,SEGA,Action
2010,34273.0,SEGA,Action
2010,34280.0,SEGA,Action
2010,34282.0,SEGA,Action
2010,34279.0,SEGA,Action
2010,34010.0,Obsidian Entertainment,Action
2010,34010.0,Obsidian Entertainment,RPG
2010,22610.0,Team17 Software Ltd.,Action
2010,22440.0,Bethesda Game Studios,RPG
2010,18508.0,Hidden Path Entertainment,Strategy
2010,18508.0,Hidden Path Entertainment,Indie
2010,22430.0,Bethesda Game Studios,RPG
2010,22410.0,Bethesda Game Studios,RPG
2010,22420.0,Bethesda Game Studios,RPG
2010,630.0,Valve,Action
2010,22400.0,Bethesda Game Studios,RPG
