item_id,developer,genre
753110.0,Wonderbox Games,Casual
753110.0,Wonderbox Games,Strategy
753110.0,Wonderbox Games,Early Access
753100.0,Wonderbox Games,Action
753100.0,Wonderbox Games,Indie
764280.0,Mad Unicorn Games,Action
764280.0,Mad Unicorn Games,Adventure
764280.0,Mad Unicorn Games,Casual
758550.0,Emanon Studios,Adventure
758550.0,Emanon Studios,Casual
758550.0,Emanon Studios,Free to Play
758550.0,Emanon Studios,Indie
3800.0,GlyphX Games,Action
1520.0,Introversion Software,Indie
1520.0,Introversion Software,Strategy
2420.0,Outerlight Ltd.,Action
2420.0,Outerlight Ltd.,Indie
2420.0,Outerlight Ltd.,RPG
4000.0,Facepunch Studios,Indie
4000.0,Facepunch Studios,Simulation
4230.0,SimBin,Racing
4900.0,Unknown Worlds Entertainment,Casual
4900.0,Unknown Worlds Entertainment,Indie
2520.0,"CINEMAX, s.r.o.",Casual
2520.0,"CINEMAX, s.r.o.",Indie
6200.0,Sick Puppies,Strategy
6210.0,Deepred,Strategy
6300.0,Funcom,Adventure
6300.0,Funcom,RPG
2990.0,Bugbear Entertainment,Racing
6220.0,Bugbear Entertainment,Racing
6510.0,"CAPCOM Co., Ltd.",Action
6510.0,"CAPCOM Co., Ltd.",Adventure
3980.0,"FireFly Studios,Firaxis Games",Strategy
1700.0,Arkane Studios,RPG
6310.0,Funcom,Action
6310.0,Funcom,Adventure
6310.0,Funcom,RPG
3990.0,Firaxis Games,Strategy
7610.0,PopTop,Strategy
7600.0,"Firaxis Games,Feral Interactive (Mac)",Strategy
7620.0,PopTop,Strategy
2540.0,Elephant Games,Casual
2540.0,Elephant Games,Indie
7650.0,"MicroProse Software, Inc",Strategy
8000.0,"Crystal Dynamics,Feral Interactive (Mac)",Action
8000.0,"Crystal Dynamics,Feral Interactive (Mac)",Adventure
6550.0,"CAPCOM Co., Ltd.",Action
8200.0,Telltale Games,Action
8200.0,Telltale Games,Adventure
2290.0,id Software,Action
2570.0,Freegamer,Indie
2570.0,Freegamer,RPG
8210.0,Telltale Games,Action
8210.0,Telltale Games,Adventure
2280.0,id Software,Action
9160.0,id Software,Action
2300.0,id Software,Action
2270.0,id Software,Action
9010.0,Gray Matter Studios,Action
9040.0,Ritual Entertainment,Action
9000.0,id Software,Action
3810.0,Terminal Reality,Action
9030.0,Rogue Entertainment,Action
2310.0,id Software,Action
3230.0,Metamorf,Strategy
9310.0,Relic Entertainment,Strategy
7670.0,"2K Boston,2K Australia",Action
7670.0,"2K Boston,2K Australia",RPG
4570.0,Relic Entertainment,Strategy
4580.0,Relic Entertainment,Strategy
4760.0,The Creative Assembly,Strategy
4770.0,The Creative Assembly,Strategy
50970.0,Big Fish Games,Casual
12170.0,Rockstar North,Action
12180.0,Rockstar North,Action
12130.0,Rockstar North,Action
12160.0,Rockstar San Diego,Racing
12150.0,Remedy Entertainment,Action
7000.0,Crystal Dynamics,Action
7000.0,Crystal Dynamics,Adventure
12140.0,Remedy Entertainment,Action
17480.0,EA Los Angeles,Strategy
12500.0,Infinite Interactive,Casual
12310.0,Momentum Digital Media Technologies,RPG
12310.0,Momentum Digital Media Technologies,Casual
12310.0,Momentum Digital Media Technologies,Adventure
12510.0,"Gamebryo,Virtual Playground",Strategy
12530.0,SCS Software,Action
12530.0,SCS Software,Adventure
12530.0,SCS Software,Strategy
12520.0,SCS Software,Racing
8100.0,Pivotal Games,Action
2780.0,Bohemia Interactive,Action
9730.0,,Simulation
9710.0,Spellbound,Action
9800.0,Haggard Games,Action
9800.0,Haggard Games,Adventure
9760.0,Eugen Systems,Action
2700.0,"Frontier,Aspyr (Mac)",Simulation
2700.0,"Frontier,Aspyr (Mac)",Strategy
2710.0,Eugen Systems,Action
13200.0,"Epic Games, Inc.",Action
13250.0,"Epic Games, Inc.",Action
13000.0,Sanzaru Games,Casual
13000.0,Sanzaru Games,Indie
13560.0,Ubisoft,Action
13520.0,Crytek Studios,Action
13240.0,"Epic Games, Inc.",Action
13540.0,Ubisoft Montreal,Action
15210.0,Ubisoft,Simulation
16180.0,Last Day of Work,Casual
16180.0,Last Day of Work,Simulation
3520.0,SpinTop Games,Casual
15970.0,MumboJumbo,Casual
15950.0,MumboJumbo,Casual
15960.0,MumboJumbo,Casual
15900.0,MumboJumbo,Casual
15910.0,MumboJumbo,Casual
15930.0,MumboJumbo,Casual
15160.0,Ubisoft,Simulation
15920.0,MumboJumbo,Casual
15080.0,"Ubisoft Bulgaria,Ubisoft Montpellier",Action
15080.0,"Ubisoft Bulgaria,Ubisoft Montpellier",Adventure
15200.0,Ubisoft Romania,Simulation
15320.0,1C: Maddox Games,Simulation
15240.0,Ubisoft Romania,Simulation
8310.0,Telltale Games,Adventure
12600.0,"Merscom,Babylon",Racing
8320.0,Telltale Games,Adventure
12590.0,BigAnt Studios,Racing
12560.0,Gabriel Entertainment,Simulation
12540.0,Zemnott,Casual
11050.0,Frogwares,Adventure
10520.0,Eurocom,Sports
11040.0,Frogwares,Adventure
11040.0,Frogwares,RPG
19500.0,"Luc Bernard,SilverSphereStudios",Adventure
19500.0,"Luc Bernard,SilverSphereStudios",Indie
11260.0,Lesta Studio,Simulation
11260.0,Lesta Studio,Strategy
19200.0,Dialogue Design,Action
19200.0,Dialogue Design,Indie
12360.0,Bugbear Entertainment,Racing
15710.0,Oddworld Inhabitants,Adventure
15700.0,Oddworld Inhabitants,Adventure
8660.0,SimBin,Racing
7770.0,"MicroProse Software, Inc",Strategy
7660.0,"MicroProse Software, Inc",Strategy
7760.0,"MicroProse Software, Inc",Strategy
20510.0,GSC Game World,Action
20510.0,GSC Game World,RPG
17330.0,Crytek,Action
17300.0,Crytek,Action
7730.0,"MicroProse Software, Inc",Strategy
20900.0,CD PROJEKT RED,Action
20900.0,CD PROJEKT RED,RPG
1530.0,Introversion Software,Indie
8690.0,SimBin,Racing
17120.0,"Tilted Mill Entertainment, Inc.",Strategy
17120.0,"Tilted Mill Entertainment, Inc.",Simulation
16810.0,Firaxis Games,Strategy
19830.0,"Red Storm Entertainment,Ubisoft Montreal",Action
21000.0,Traveller's Tales,Action
21000.0,Traveller's Tales,Adventure
4460.0,Monte Cristo,Simulation
4460.0,Monte Cristo,Strategy
17140.0,"Tilted Mill Entertainment, Inc.",RPG
17140.0,"Tilted Mill Entertainment, Inc.",Strategy
15390.0,Gearbox Software,Action
21300.0,Dark Castle Software,Indie
21300.0,Dark Castle Software,Casual
3050.0,Techland,Racing
15380.0,Nival,Strategy
19800.0,Gearbox Software,Action
15370.0,Nival,Strategy
19930.0,Blue Byte,Strategy
15350.0,Ubisoft,Casual
19810.0,Red Storm Entertainment,Action
3540.0,"PopCap Games, Inc.",Casual
22000.0,2D BOY,Indie
2820.0,Egosoft,Action
2820.0,Egosoft,Simulation
2820.0,Egosoft,Strategy
1230.0,Sandstorm Productions,Action
18300.0,Shorebound Studios,Casual
18300.0,Shorebound Studios,Indie
20200.0,Perpetual FX Creative,Indie
20200.0,Perpetual FX Creative,Casual
20200.0,Perpetual FX Creative,Sports
12200.0,Rockstar New England,Action
12200.0,Rockstar New England,Adventure
19900.0,Ubisoft Montreal,Action
11240.0,Meridian4,Action
11240.0,Meridian4,Indie
11240.0,Meridian4,Strategy
256522.0,RailSimulator.com,Simulation
275144.0,RailSimulator.com,Simulation
256521.0,RailSimulator.com,Simulation
222569.0,Reppo,Simulation
256535.0,RailSimulator.com,Simulation
256611.0,Dovetail Games,Simulation
256576.0,Dovetail Games,Simulation
9480.0,Volition,Action
17470.0,EA Redwood Shores,Action
12770.0,Liquid Entertainment,RPG
17410.0,DICE,Action
17410.0,DICE,Adventure
18500.0,Hidden Path Entertainment,Indie
18500.0,Hidden Path Entertainment,Strategy
16450.0,Monolith,Action
15400.0,Oxeye Game Studio,Strategy
15400.0,Oxeye Game Studio,Indie
18600.0,Inventive Dingo,Indie
18600.0,Inventive Dingo,Strategy
11340.0,Meridian4,Action
11340.0,Meridian4,Indie
25830.0,Black Sea Studios Ltd,Strategy
23460.0,Realmforge Studios,Action
23460.0,Realmforge Studios,Adventure
23460.0,Realmforge Studios,Strategy
10600.0,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",Strategy
21010.0,Deadline Games,Action
22180.0,Frictional Games,Action
22180.0,Frictional Games,Adventure
22180.0,Frictional Games,Indie
13210.0,"Epic Games, Inc.",Action
12640.0,Radon Labs,RPG
21600.0,Certain Affinity™,Casual
21600.0,Certain Affinity™,Strategy
27020.0,Tale of Tales,Indie
27020.0,Tale of Tales,Simulation
24740.0,Criterion Games,Racing
90047.0,Zombie Master Team,Action
26000.0,Twisted Pixel Games,Action
26000.0,Twisted Pixel Games,Indie
26006.0,Twisted Pixel Games,Action
26006.0,Twisted Pixel Games,Indie
26005.0,Twisted Pixel Games,Action
26005.0,Twisted Pixel Games,Indie
11330.0,IonFX,Casual
11330.0,IonFX,Indie
27800.0,Llamasoft LTD,Indie
9850.0,"InnoGlow,Stormregion,THQ Nordic",Simulation
9850.0,"InnoGlow,Stormregion,THQ Nordic",Strategy
3600.0,SpinTop Games,Casual
29580.0,ArenaNet®,RPG
29580.0,ArenaNet®,Massively Multiplayer
29540.0,ArenaNet®,RPG
29540.0,ArenaNet®,Massively Multiplayer
29560.0,ArenaNet®,RPG
29560.0,ArenaNet®,Massively Multiplayer
29570.0,ArenaNet®,Massively Multiplayer
29570.0,ArenaNet®,RPG
23700.0,Infinite Interactive,Casual
16060.0,MumboJumbo,Casual
1930.0,Reality Pump Studios,RPG
18470.0,Spellbound,Strategy
7510.0,Gaijin Entertainment,Action
7510.0,Gaijin Entertainment,Adventure
7510.0,Gaijin Entertainment,RPG
22200.0,ACE Team,Action
22200.0,ACE Team,Indie
26007.0,Twisted Pixel Games,Indie
25900.0,1C Company,RPG
25900.0,1C Company,Strategy
16200.0,Last Day of Work,Casual
16200.0,Last Day of Work,Simulation
7840.0,Sky Fallen,Racing
8890.0,Irrational Games,RPG
8890.0,Irrational Games,Strategy
8880.0,Irrational Games,RPG
8880.0,Irrational Games,Strategy
34500.0,SaintXi,Indie
34500.0,SaintXi,Simulation
34500.0,SaintXi,Strategy
1280.0,Darklight Games,Action
1280.0,Darklight Games,Simulation
10150.0,Radical Entertainment,Action
10150.0,Radical Entertainment,Adventure
29160.0,Erik Svedäng,Adventure
29160.0,Erik Svedäng,Indie
12470.0,Ascaron Entertainment ltd.,Strategy
22330.0,Bethesda Game Studios,RPG
22320.0,Bethesda Game Studios,RPG
12440.0,Deck 13,Adventure
32710.0,NovaLogic,Simulation
32740.0,NovaLogic,Simulation
12460.0,Mascot Entertainment,Strategy
21980.0,Techland,Action
31860.0,HeR Interactive,Adventure
31900.0,HeR Interactive,Adventure
31920.0,HeR Interactive,Adventure
31930.0,HeR Interactive,Adventure
35800.0,Digital Eel,Casual
35800.0,Digital Eel,Indie
12690.0,,Simulation
12690.0,,Sports
31170.0,Telltale Games,Adventure
21660.0,Capcom,Action
6080.0,Frontier,Action
6080.0,Frontier,Adventure
6080.0,Frontier,Racing
6080.0,Frontier,Simulation
6080.0,Frontier,Strategy
6010.0,LucasArts,Adventure
6090.0,Planet Moon Studios,Action
6060.0,Pandemic Studios,Action
32310.0,LucasArts,Adventure
32330.0,Traveller's Tales,Action
32330.0,Traveller's Tales,Adventure
32360.0,LucasArts,Adventure
35300.0,GFI Russia,Strategy
35310.0,Targem Games,Action
35310.0,Targem Games,Racing
31980.0,HeR Interactive,Adventure
31990.0,Her Interactive,Adventure
10140.0,Wanako Games,Sports
10100.0,Sierra,Adventure
10130.0,Saber Interactive,Action
10110.0,Sierra,Adventure
1256.0,Tripwire Interactive,Action
10120.0,Artech Studios,Action
10120.0,Artech Studios,Casual
33520.0,"PopTop Software,BreakAway Games,Frog City Software",Simulation
33520.0,"PopTop Software,BreakAway Games,Frog City Software",Strategy
3610.0,SpinTop Games,Casual
21680.0,Capcom,Action
21670.0,Capcom,Action
21670.0,Capcom,Adventure
21030.0,Deadline Games,Action
36000.0,Sakari Indie,Action
36000.0,Sakari Indie,Indie
32370.0,"BioWare,Aspyr (Mac)",Adventure
32370.0,"BioWare,Aspyr (Mac)",RPG
29180.0,Hemisphere Games,Indie
29180.0,Hemisphere Games,Casual
38410.0,Black Isle Studios,RPG
38420.0,14° East,Strategy
38430.0,Xatrix Entertainment,Action
35050.0,IO Interactive,Action
35050.0,IO Interactive,Adventure
31180.0,Telltale Games,Adventure
37960.0,iWin,Casual
38000.0,iWin,Casual
37400.0,Size Five Games,Adventure
37400.0,Size Five Games,Indie
13570.0,Ubisoft Montreal,Action
11390.0,,Action
11390.0,,Racing
34420.0,Unicorn Games Studio,Strategy
43100.0,Blue Fang,Simulation
33730.0,,Simulation
35000.0,IO Interactive,Action
35000.0,IO Interactive,Adventure
39392.0,"Freeze Tag Inc.,iQ212",Casual
39391.0,"Freeze Tag Inc.,Joju Games,Linksolutions Ltd.,Dekovir Entertainment",Casual
37600.0,"Vectorpark, Inc.",Adventure
37600.0,"Vectorpark, Inc.",Casual
37600.0,"Vectorpark, Inc.",Indie
24029.0,All Aboard,Simulation
32140.0,MumboJumbo,Adventure
32140.0,MumboJumbo,Casual
31190.0,Telltale Games,Adventure
32770.0,NovaLogic,Action
208306.0,Dovetail Games,Simulation
37300.0,PlayFirst,Simulation
208300.0,Dovetail Games,Simulation
40300.0,Piranha Bytes,RPG
35070.0,Honeyslug,Casual
10606.0,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",Strategy
40700.0,Amanita Design,Adventure
40700.0,Amanita Design,Indie
24840.0,EA Los Angeles,Action
24870.0,Slightly Mad Studios,Racing
41500.0,Runic Games,RPG
24800.0,EA Los Angeles,Strategy
901735.0,FireFly Studios,Strategy
42800.0,Nitro Games,Strategy
39560.0,Homegrown Games,Action
39550.0,"Phenomic,THQ Nordic",RPG
39550.0,"Phenomic,THQ Nordic",Strategy
40330.0,Animation Arts,Adventure
40320.0,Stormregion,Strategy
31200.0,Telltale Games,Adventure
3130.0,1C Company,Strategy
41100.0,Konstantin Koshutin,Action
41100.0,Konstantin Koshutin,Indie
39540.0,Phenomic,Action
39540.0,Phenomic,RPG
34640.0,Wargaming.net,Strategy
34630.0,Wargaming.net,Strategy
41000.0,Croteam,Action
41000.0,Croteam,Indie
40340.0,Animation Arts,Adventure
17450.0,BioWare,RPG
37100.0,Citeremis Inc.,Action
37100.0,Citeremis Inc.,RPG
37100.0,Citeremis Inc.,Indie
37500.0,Yullaby,Indie
37500.0,Yullaby,Casual
42810.0,Crystal Empire Games,Strategy
10180.0,"Infinity Ward,Aspyr (Mac)",Action
32440.0,"Traveller's Tales,Feral Interactive (Mac)",Adventure
11450.0,"Triumph Studios,Virtual Programming",RPG
12710.0,"Triumph Studios,Virtual Programming",RPG
24790.0,EA Los Angeles,Strategy
29120.0,KranX Productions,Indie
29120.0,KranX Productions,Casual
24810.0,EA Los Angeles,Strategy
41800.0,Positech Games,Indie
41800.0,Positech Games,Simulation
41800.0,Positech Games,Strategy
45300.0,Gaijin Entertainment,Simulation
41900.0,inXile Entertainment,Action
41900.0,inXile Entertainment,Adventure
41900.0,inXile Entertainment,RPG
35420.0,Defence Alliance Team,Action
32430.0,"LucasArts,Aspyr Studios",Action
22370.0,Bethesda Game Studios,RPG
41802.0,Positech Games,Strategy
41802.0,Positech Games,Indie
41802.0,Positech Games,Simulation
38080.0,Hip Soft,Simulation
38090.0,Hip Soft,Simulation
38100.0,Hip Soft,Simulation
38070.0,iWin,Casual
38070.0,iWin,Simulation
38210.0,Spidermonk Entertainment,Casual
45700.0,Capcom,Action
45700.0,Capcom,Adventure
46410.0,ClockStone Studios,Action
46410.0,ClockStone Studios,Indie
46410.0,ClockStone Studios,RPG
38110.0,Hip Soft,Simulation
17570.0,Octoshark Studios,Action
17570.0,Octoshark Studios,Free to Play
17570.0,Octoshark Studios,Indie
38130.0,Alawar,Casual
38160.0,Alawar,Casual
38150.0,Alawar,Casual
38120.0,Alawar,Casual
38140.0,Alawar,Casual
36300.0,Sandlot Games,Casual
36310.0,Sandlot Games,Strategy
36310.0,Sandlot Games,Casual
36320.0,Cateia Games,Adventure
36320.0,Cateia Games,Casual
37030.0,Chaos Concept,Strategy
32450.0,Traveller's Tales,Adventure
34180.0,Eurocom,Sports
44100.0,New Star Games Ltd,Action
44100.0,New Star Games Ltd,Indie
44100.0,New Star Games Ltd,Racing
25960.0,Paradox Interactive,Strategy
46250.0,The Farm 51,Action
38180.0,Awem Studio,Casual
10695.0,Rebellion,Action
41050.0,Croteam,Action
41050.0,Croteam,Indie
24055.0,All Aboard,Simulation
48700.0,TaleWorlds Entertainment,Action
48700.0,TaleWorlds Entertainment,RPG
39900.0,ZoopTEK,Action
49900.0,Beatnik Games,Action
49900.0,Beatnik Games,Indie
42120.0,Fatshark,Action
12220.0,Rockstar North / Toronto,Action
45730.0,Other Ocean Interactive,Action
45730.0,Other Ocean Interactive,Adventure
45400.0,Nemesys Games,Indie
49600.0,Cold Beam Games,Action
49600.0,Cold Beam Games,Casual
49600.0,Cold Beam Games,Indie
901399.0,Telltale Games,Adventure
43500.0,Realmforge Studios,Simulation
43500.0,Realmforge Studios,Strategy
45302.0,Gaijin Entertainment,Simulation
40930.0,The Odd Gentlemen,Adventure
40930.0,The Odd Gentlemen,Indie
39640.0,THQ Nordic,Action
39630.0,THQ Nordic,Action
23150.0,Red Chain Games Ltd.,Casual
23150.0,Red Chain Games Ltd.,Indie
50940.0,Big Fish Games,Casual
50920.0,Big Fish Games,Casual
50920.0,Big Fish Games,Indie
34178.0,"The Creative Assembly,Feral Interactive (Mac)",Strategy
37340.0,Sarbakan,Casual
37390.0,PlayFirst,Casual
37310.0,Absolutist Ltd.,Casual
37360.0,PlayFirst,Casual
49000.0,PlayFirst,Casual
37330.0,PlayFirst,Casual
37320.0,PlayFirst,Casual
37370.0,PlayFirst,Casual
37380.0,PlayFirst,Casual
19080.0,G5 Entertainment,Action
19080.0,G5 Entertainment,Adventure
19080.0,G5 Entertainment,Casual
31700.0,ISOTX,Action
31700.0,ISOTX,Indie
19030.0,Climax Studios,Action
19030.0,Climax Studios,Adventure
50820.0,Press Play,Indie
49800.0,Muse Games,Action
49800.0,Muse Games,Indie
33650.0,Ideas Pad,Casual
901478.0,Ubisoft,Action
901478.0,Ubisoft,Adventure
33660.0,Kokakiki,Casual
33660.0,Kokakiki,Indie
34281.0,SEGA,Action
34272.0,SEGA,Action
34270.0,D3T Limited,Action
34270.0,D3T Limited,Adventure
34270.0,D3T Limited,Casual
34270.0,D3T Limited,RPG
34276.0,SEGA,Action
34274.0,SEGA,Action
34275.0,SEGA,Strategy
34277.0,SEGA,Action
34273.0,SEGA,Action
34280.0,SEGA,Action
34282.0,SEGA,Action
34279.0,SEGA,Action
34010.0,Obsidian Entertainment,Action
34010.0,Obsidian Entertainment,RPG
22610.0,Team17 Software Ltd.,Action
22440.0,Bethesda Game Studios,RPG
18508.0,Hidden Path Entertainment,Strategy
18508.0,Hidden Path Entertainment,Indie
22430.0,Bethesda Game Studios,RPG
22410.0,Bethesda Game Studios,RPG
22420.0,Bethesda Game Studios,RPG
630.0,Valve,Action
22400.0,Bethesda Game Studios,RPG
24780.0,"EA - Maxis,Aspyr (Mac)",Simulation
24780.0,"EA - Maxis,Aspyr (Mac)",Strategy
33670.0,"Akella,.dat",Strategy
33670.0,"Akella,.dat",RPG
40420.0,"Arcen Games, LLC",Casual
40420.0,"Arcen Games, LLC",Indie
34920.0,Invent4 Entertainment,Action
34920.0,Invent4 Entertainment,Casual
34920.0,Invent4 Entertainment,Indie
48136.0,Blue Byte,Strategy
46720.0,Dagger Games,RPG
28000.0,IO Interactive,Action
39680.0,Rune Forge,Simulation
39680.0,Rune Forge,Strategy
25962.0,Paradox Interactive,Strategy
24634.0,N3V Games,Simulation
63900.0,Ino-Co,Strategy
50130.0,"2K Czech,Feral Interactive (Mac)",Action
24075.0,Dovetail Games,Simulation
47540.0,Infinite Interactive,RPG
47540.0,Infinite Interactive,Casual
50510.0,doublesix,Action
25760.0,Playbrains,Indie
25763.0,Playbrains,Indie
25762.0,Playbrains,Indie
25764.0,Playbrains,Indie
42980.0,Paradox Development Studio,Strategy
48800.0,VStep,Simulation
22600.0,Team17 Digital Ltd,Strategy
46770.0,Muzzy Lane Software,Indie
46770.0,Muzzy Lane Software,Simulation
46770.0,Muzzy Lane Software,Strategy
65700.0,Bohemia Interactive,Action
65700.0,Bohemia Interactive,Simulation
65700.0,Bohemia Interactive,Strategy
42960.0,Paradox Development Studio,Strategy
25761.0,Playbrains,Indie
28010.0,IO Interactive,Action
28012.0,IO Interactive,Action
24640.0,N3V Games,Simulation
28011.0,IO Interactive,Action
4850.0,GSC Game World,Strategy
57640.0,Revolution Software Ltd,Adventure
62100.0,Zoë Mode,Casual
50145.0,"2K Czech,Feral Interactive (Mac)",Action
34841.0,City Interactive,Action
70300.0,Terry Cavanagh,Action
70300.0,Terry Cavanagh,Indie
48137.0,Blue Byte,Strategy
57300.0,Frictional Games,Action
57300.0,Frictional Games,Adventure
57300.0,Frictional Games,Indie
70400.0,EasyGameStation,RPG
70400.0,EasyGameStation,Indie
46600.0,Dedication Games,Action
46600.0,Dedication Games,Casual
46600.0,Dedication Games,Indie
34314.0,SEGA,Action
34314.0,SEGA,Simulation
34310.0,SEGA,Action
70100.0,exosyphen studios,Simulation
70110.0,exosyphen studios,Indie
70110.0,exosyphen studios,Simulation
38600.0,Subsoap,Casual
38600.0,Subsoap,Indie
57620.0,Gaming Minds Studios,Strategy
34284.0,SEGA,Action
63910.0,Katauri Interactive,RPG
63910.0,Katauri Interactive,Strategy
24082.0,Dovetail Games,Simulation
8930.0,"Firaxis Games,Aspyr (Mac, Linux)",Strategy
49310.0,Nitro Games,Strategy
41060.0,Croteam,Action
41060.0,Croteam,Indie
70900.0,Blind Mind Studios,Indie
70900.0,Blind Mind Studios,Strategy
9940.0,Krome Studios,Action
9940.0,Krome Studios,Adventure
22650.0,Team17 Digital Ltd,Action
901553.0,Croteam,Action
50620.0,Vigil Games,Action
50620.0,Vigil Games,Adventure
2840.0,Egosoft,Simulation
2840.0,Egosoft,Strategy
42920.0,NeoCoreGames,Strategy
29700.0,ArenaNet®,Action
29700.0,ArenaNet®,RPG
29700.0,ArenaNet®,Massively Multiplayer
2850.0,Egosoft,Simulation
2850.0,Egosoft,Strategy
61510.0,Triumph Studios,RPG
61510.0,Triumph Studios,Strategy
70200.0,I Sioux Game Productions B.V.,Adventure
70200.0,I Sioux Game Productions B.V.,Casual
70200.0,I Sioux Game Productions B.V.,Simulation
70210.0,I Sioux Game Productions B.V.,Adventure
70210.0,I Sioux Game Productions B.V.,Casual
70210.0,I Sioux Game Productions B.V.,Indie
70210.0,I Sioux Game Productions B.V.,Simulation
61520.0,Triumph Studios,RPG
61520.0,Triumph Studios,Strategy
61500.0,Triumph Studios,RPG
61500.0,Triumph Studios,Strategy
47790.0,Electronic Arts,Action
46450.0,"Headup Games,Silent Dreams",Indie
46450.0,"Headup Games,Silent Dreams",RPG
46450.0,"Headup Games,Silent Dreams",Strategy
45750.0,"CAPCOM CO., LTD.",Action
